day,product_id,product_name,segment,wtp,price_paid,surplus,discount_applied
0,1,Greek Yogurt 500g,premium,10.450207934666002,3.5,6.950207934666002,0.3
0,9,Cabernet Sauvignon,mainstream,20.641851924946153,15.0,5.6418519249461525,0.0
0,11,Sparkling Water 12pk,budget,4.383986405083385,3.0,1.3839864050833848,0.5
0,14,Protein Bar 6-pack,premium,10.815496733370274,5.949999999999999,4.865496733370275,0.3
0,7,Chicken Breast 500g,mainstream,7.94175102165682,5.6,2.3417510216568207,0.3
0,2,Cheddar Cheese 200g,mainstream,6.973889786822193,4.199999999999999,2.7738897868221937,0.3
0,5,Whole Wheat Wrap 6pk,budget,2.9357591434324193,1.75,1.1857591434324193,0.5
0,2,Cheddar Cheese 200g,mainstream,4.9463309707065894,4.199999999999999,0.7463309707065902,0.3
0,11,Sparkling Water 12pk,budget,4.200053177984242,3.0,1.200053177984242,0.5
0,9,Cabernet Sauvignon,premium,23.27245718496007,15.0,8.272457184960071,0.0
0,12,Dark Chocolate Bar,mainstream,5.183066635859357,2.8,2.3830666358593575,0.3
0,13,Trail Mix 400g,premium,9.544801062940296,4.8999999999999995,4.644801062940297,0.3
0,11,Sparkling Water 12pk,mainstream,5.551218729428331,3.0,2.5512187294283306,0.5
0,11,Sparkling Water 12pk,budget,5.352244362334932,3.0,2.3522443623349316,0.5
0,12,Dark Chocolate Bar,mainstream,3.9095253929480367,2.8,1.1095253929480369,0.3
0,12,Dark Chocolate Bar,budget,3.970005125691748,2.8,1.1700051256917483,0.3
0,13,Trail Mix 400g,premium,9.52736115300547,4.8999999999999995,4.627361153005471,0.3
0,1,Greek Yogurt 500g,mainstream,5.555180736396639,3.5,2.055180736396639,0.3
0,11,Sparkling Water 12pk,mainstream,7.350713286733095,3.0,4.350713286733095,0.5
0,5,Whole Wheat Wrap 6pk,budget,1.9912464537653056,1.75,0.24124645376530562,0.5
0,14,Protein Bar 6-pack,premium,15.376227391334567,5.949999999999999,9.426227391334567,0.3
0,11,Sparkling Water 12pk,premium,6.850053386987186,3.0,3.8500533869871862,0.5
0,10,Craft IPA 6-pack,mainstream,12.011415748782483,9.600000000000001,2.411415748782481,0.2
0,7,Chicken Breast 500g,budget,6.590041528197359,5.6,0.9900415281973594,0.3
0,7,Chicken Breast 500g,mainstream,7.373682312270513,5.6,1.7736823122705134,0.3
0,11,Sparkling Water 12pk,budget,5.1844187671118345,3.0,2.1844187671118345,0.5
0,1,Greek Yogurt 500g,budget,4.425886841790103,3.5,0.9258868417901027,0.3
0,2,Cheddar Cheese 200g,mainstream,5.858430530679997,4.199999999999999,1.6584305306799978,0.3
0,14,Protein Bar 6-pack,mainstream,8.840748424615926,5.949999999999999,2.8907484246159267,0.3
0,12,Dark Chocolate Bar,premium,7.2862822392258915,2.8,4.486282239225892,0.3
0,1,Greek Yogurt 500g,budget,4.456797209611698,3.5,0.9567972096116977,0.3
0,11,Sparkling Water 12pk,budget,3.721380464386196,3.0,0.7213804643861961,0.5
0,14,Protein Bar 6-pack,mainstream,7.998673975312533,5.949999999999999,2.048673975312534,0.3
0,11,Sparkling Water 12pk,budget,3.9927721071422293,3.0,0.9927721071422293,0.5
0,10,Craft IPA 6-pack,budget,10.075528193017323,9.600000000000001,0.47552819301732185,0.2
0,7,Chicken Breast 500g,mainstream,8.99949215409226,5.6,3.399492154092261,0.3
0,5,Whole Wheat Wrap 6pk,budget,2.2657132065350867,1.75,0.5157132065350867,0.5
0,1,Greek Yogurt 500g,mainstream,4.416873785066193,3.5,0.9168737850661932,0.3
