PRODUCT_ID,segment,base_revenue,optimal_discount,optimal_revenue,uplift_pct,benefits_from_discount
825659.0,4.0,3.833587741763124,0.30000000000000004,4.1594124511682375,8.499210957286252,True
828106.0,6.0,15.694284236690354,0.45,180.56009932648084,1050.4831733859164,True
828525.0,5.0,3.8184357217251224,0.45,4.820462503167573,26.241813519116874,True
831815.0,5.0,1.4709301270894841,0.0,1.4709301270894841,0.0,False
835028.0,0.0,13.559531811059339,0.0,13.559531811059339,0.0,False
835098.0,9.0,33.6689186842937,0.45,278.84670660677455,728.2021445994774,True
836445.0,6.0,62.33272045178312,0.0,62.33272045178312,0.0,False
843558.0,4.0,5.074597217281162,0.35000000000000003,5.582537805727559,10.009475958340964,True
847434.0,11.0,19.919327946780257,0.0,19.919327946780257,0.0,False
848029.0,6.0,62.84257011517184,0.4,72.83191705106016,15.895828126667656,True
849202.0,9.0,53.46606238748065,0.0,53.46606238748065,0.0,False
851675.0,8.0,9.499448052446319,0.0,9.499448052446319,0.0,False
856553.0,4.0,4.103703422387769,0.0,4.103703422387769,0.0,False
860248.0,9.0,26.613955742335197,0.0,26.613955742335197,0.0,False
860804.0,4.0,4.136117716379585,0.45,5.843433962453693,41.278231499865335,True
863447.0,6.0,91.32446155107814,0.0,91.32446155107814,0.0,False
866528.0,9.0,4.2227949250104135,0.0,4.2227949250104135,0.0,False
866755.0,4.0,20.073893096459088,0.45,504.9964480375851,2415.687642705756,True
867215.0,6.0,2.7837818389877644,0.45,5.338126287261682,91.75806855621722,True
870882.0,8.0,7.330006424692374,0.1,7.3847104179603775,0.7463021189684671,True
871636.0,4.0,3.019361700690614,0.45,4.302083289418814,42.48320393130789,True
872137.0,9.0,37.35273003592171,0.45,60.288375529313456,61.40286257881229,True
874255.0,6.0,4.9463504604592154,0.45,6.057480005951243,22.463623521509856,True
874972.0,6.0,72.98331228198143,0.45,1836.0321683151608,2415.687642705758,True
876504.0,5.0,2.859390375298531,0.0,2.859390375298531,0.0,False
881119.0,1.0,4.711529048447995,0.0,4.711529048447995,0.0,False
883003.0,6.0,34.39699567915938,0.45,236.75891076578924,588.3127613067611,True
885863.0,0.0,28.191208243082393,0.45,115.42053635983157,309.42032482113876,True
886317.0,9.0,3.5960625853099124,0.0,3.5960625853099124,0.0,False
888431.0,6.0,5.972576011646398,0.1,6.002256499228352,0.4969461673502096,True
889533.0,9.0,6.185440123658098,0.0,6.185440123658098,0.0,False
891654.0,9.0,6.4689051000224564,0.0,6.4689051000224564,0.0,False
896027.0,4.0,5.046612496815387,0.0,5.046612496815387,0.0,False
896085.0,4.0,19.449838413010237,0.0,19.449838413010237,0.0,False
899736.0,6.0,6.668494182207148,0.0,6.668494182207148,0.0,False
902659.0,6.0,4.499972051608971,0.0,4.499972051608971,0.0,False
906838.0,4.0,20.886408885523277,0.45,50.8641507819726,143.5275066228709,True
906844.0,9.0,33.24351580348046,0.0,33.24351580348046,0.0,False
916993.0,4.0,24.41455631486125,0.0,24.41455631486125,0.0,False
918025.0,4.0,4.886628760243785,0.0,4.886628760243785,0.0,False
920978.0,9.0,3.555352118510278,0.0,3.555352118510278,0.0,False
924760.0,5.0,1.6876389080790717,0.0,1.6876389080790717,0.0,False
925275.0,2.0,6.503235426155841,0.0,6.503235426155841,0.0,False
931324.0,6.0,5.776271373560744,0.0,5.776271373560744,0.0,False
936508.0,6.0,4.077997483709541,0.45,13.706664960272164,236.11263898583695,True
941658.0,6.0,3.814980151481379,0.45,6.4299529942641644,68.54486102024349,True
944137.0,9.0,30.919324755092674,0.45,48.36680339427359,56.4290416345757,True
944534.0,6.0,38.63957307448014,0.45,55.95720511408206,44.81838349047265,True
948239.0,11.0,9.231817595713505,0.0,9.231817595713505,0.0,False
948650.0,6.0,47.4938523649525,0.45,80.34365622018392,69.16643358977659,True
948670.0,7.0,61.123770855847894,0.0,61.123770855847894,0.0,False
950638.0,2.0,43.23453595037671,0.0,43.23453595037671,0.0,False
951412.0,7.0,48.037870485804405,0.0,48.037870485804405,0.0,False
955370.0,6.0,4.770557499087833,0.45,6.584639212431453,38.02661876920015,True
961979.0,4.0,31.945953135880465,0.0,31.945953135880465,0.0,False
965842.0,5.0,18.663554053223717,0.45,49.73492928415281,166.4815562047905,True
968072.0,6.0,37.730154493108614,0.45,80.41750201311476,113.13854420554507,True
970747.0,6.0,24.881012094825998,0.45,49.738559058342254,99.90569060767982,True
971922.0,0.0,38.765765281670774,0.0,38.765765281670774,0.0,False
974177.0,9.0,4.284592641011783,0.45,13.168834272692312,207.35323929377248,True
974579.0,9.0,3.5654213134296753,0.0,3.5654213134296753,0.0,False
